price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus,price_per_area,cluster,pca1,pca2,distance_to_centroid,anomaly
13300000,7420,4,2,3,1,0,0,0,1,2,1,0,1792.4528301886792,2,3.4864149367974844,0.08941706139131494,2.355296037577062,False
12250000,8960,4,4,4,1,0,0,0,1,3,0,0,1367.1875,2,6.083345607069222,1.881069058291061,5.4040675778315785,True
12250000,9960,3,2,2,1,0,1,0,0,2,1,1,1229.9196787148594,2,1.784976909526176,1.8862976251769443,2.6360810721603616,False
12215000,7500,4,2,2,1,0,1,0,1,3,1,0,1628.6666666666667,2,3.0159898920722963,0.991918452617836,2.9567186860847996,False
11410000,7420,4,1,2,1,1,1,0,1,2,0,0,1537.7358490566037,2,1.6093040646042225,0.5007203524613532,2.6579414369339265,False
10850000,7500,3,3,1,1,0,1,0,1,2,1,1,1446.6666666666667,2,2.299953760186302,0.9693459846581196,3.384221880441398,True
10150000,8580,4,3,4,1,0,0,0,1,2,1,1,1182.983682983683,2,4.562743987844133,1.4428347837048243,3.4062618174759685,True
10150000,16200,5,3,2,1,0,0,0,0,0,0,2,626.5432098765432,2,3.494627934760158,4.07642489395614,6.1567700010535695,True
9870000,8100,4,1,2,1,1,1,0,1,2,1,0,1218.5185185185185,1,1.3297658414320783,1.2339184701060115,2.3687597352723073,False
9800000,5750,3,2,4,1,1,0,0,1,1,1,2,1704.3478260869565,2,2.8855496407169032,-0.9657233774093508,2.2837230722134225,False
9800000,13200,3,1,2,1,0,1,0,1,2,1,0,742.4242424242424,1,0.46372747203612397,3.605266871290669,2.7610112559071602,False
9681000,6000,4,3,2,1,1,1,1,0,2,0,1,1613.5,2,3.6676174845644947,0.14506559543531522,2.8882736112986387,False
9310000,6550,4,2,2,1,0,0,0,1,1,1,1,1421.3740458015268,2,2.1991052767409793,0.020321981357398322,1.1514538344909782,False
9240000,3500,4,2,2,1,0,0,1,0,2,0,0,2640.0,2,3.5096038866032533,-2.4266861511247413,4.409800251477733,True
9240000,7800,3,2,2,1,0,0,0,0,0,1,1,1184.6153846153845,2,1.0540338045301847,0.26292695411121414,1.8485327482214633,False
9100000,6000,4,1,2,1,0,1,0,0,2,0,1,1516.6666666666667,2,1.4961598863773948,0.0753862343169946,2.4903244931894997,False
9100000,6600,4,2,2,1,1,1,0,1,1,1,2,1378.7878787878788,2,2.1591805343344217,0.10496892511534311,1.1126736063267368,False
8960000,8500,3,2,4,1,0,0,0,1,2,0,0,1054.1176470588234,2,2.6770746764030524,1.4679998544244277,2.692443463780738,False
8890000,4600,3,2,2,1,1,0,0,1,2,0,0,1932.608695652174,2,2.150597984641982,-0.9769752538655703,2.595803575839297,False
8855000,6420,3,2,2,1,0,0,0,1,1,1,1,1379.2834890965732,2,1.4348055002304991,0.0024772677786438213,1.1918500697870245,False
8750000,4320,3,1,2,1,0,1,1,0,2,0,1,2025.462962962963,2,1.1899333784273174,-1.3295240267898742,3.3398749139653257,True
8680000,7155,3,2,1,1,1,1,0,1,2,0,2,1213.1376659678547,1,1.0043301451248565,1.1205929343553007,2.3713143580134823,False
8645000,8050,3,1,1,1,1,1,0,1,1,0,0,1073.9130434782608,1,-0.3882700503537833,1.022354633070396,1.3951107189237026,False
8645000,4560,3,2,2,1,1,1,0,1,1,0,0,1895.8333333333333,2,1.8380423604061538,-1.4296259275472822,2.1884631736805362,False
8575000,8800,3,2,2,1,0,0,0,1,2,0,0,974.4318181818181,1,1.4510796378860633,1.9219840264025578,2.1852702916664724,False
8540000,6540,4,2,2,1,1,1,0,1,2,1,0,1305.8103975535169,2,2.354048212080234,0.701760459697607,1.6247227142924212,False
8463000,6000,3,2,4,1,1,1,0,1,0,1,1,1410.5,2,2.3312228280734497,-0.9112251387166797,2.2058272982966987,False
8400000,8875,3,1,1,1,0,0,0,0,1,0,1,946.4788732394367,1,-0.4640817744441413,1.4940617374329472,1.2667541536191023,False
8400000,7950,5,2,2,1,0,1,1,0,2,0,2,1056.6037735849056,2,2.905889705002337,1.6019419871579694,2.718384249474175,False
8400000,5500,4,2,2,1,0,1,0,1,1,1,1,1527.2727272727273,2,2.238548299570602,-0.4895191987931177,1.2152738814787134,False
8400000,7475,3,2,4,1,0,0,0,1,2,0,2,1123.7458193979933,2,2.6813771852042336,1.0245654672047473,2.4418726392083796,False
8400000,7000,3,1,4,1,0,0,0,1,2,0,1,1200.0,2,1.6912847018154187,0.6356482964898383,2.9421568561030265,False
8295000,4880,4,2,2,1,0,0,0,1,1,1,0,1699.795081967213,2,2.373304203605944,-0.9674321518180898,1.6161861340659944,False
8190000,5960,3,3,2,1,1,1,0,0,1,0,2,1374.1610738255033,2,2.43654207898476,-0.025352649666192162,2.4579545632374673,False
8120000,6840,5,1,2,1,1,1,0,1,1,0,0,1187.1345029239767,2,1.657051314313931,0.4215483325140115,2.7952040556425235,False
8080940,7000,3,2,4,1,0,0,0,1,2,0,0,1154.42,2,2.6817571552954225,0.8216322362685848,2.355393101478117,False
8043000,7482,3,2,3,1,0,0,1,0,1,1,0,1074.979951884523,2,1.7773915112519998,0.7208118112786345,1.4231330227318086,False
7980000,9000,4,2,4,1,0,0,0,1,2,0,0,886.6666666666666,2,3.252942584500643,1.9424360995102106,2.9068984947028715,False
7962500,6000,3,1,4,1,1,0,0,1,2,0,2,1327.0833333333333,2,1.7554284139512069,0.10791219855459228,2.8727075178214387,False
7910000,6000,4,2,4,1,0,0,0,1,1,0,1,1318.3333333333333,2,3.2237643217105476,-0.22068986948591046,1.8078241141644416,False
7875000,6550,3,1,2,1,0,1,0,1,0,1,0,1202.2900763358778,0,-0.045521306295000376,-0.28242260268237457,1.4755896153749244,False
7840000,6360,3,2,4,1,0,0,0,1,0,1,0,1232.7044025157234,2,2.174315909562899,-0.5089141672023012,2.1780693869707672,False
7700000,6480,3,2,4,1,0,0,0,1,2,0,2,1188.2716049382716,2,2.682448209663035,0.5990372682250381,2.2850658949355496,False
7700000,6000,4,2,4,1,0,0,0,0,2,0,1,1283.3333333333333,2,3.460996991182225,0.33443819618319154,2.187663296045459,False
7560000,6000,4,2,4,1,0,0,0,1,1,0,0,1260.0,2,3.1646492449972934,-0.12689134697295773,1.795284388692019,False
7560000,6000,3,2,3,1,0,0,0,1,0,0,1,1260.0,2,1.5963888670351032,-0.554807659417998,1.4576695923216876,False
7525000,6000,3,2,4,1,0,0,0,1,1,0,0,1254.1666666666667,2,2.4454961379815576,-0.1609961462206359,1.8666498642615417,False
7490000,6600,3,1,4,1,0,0,0,1,3,1,0,1134.8484848484848,2,1.872104704184958,1.1099035081359416,3.571928550254024,True
7455000,4300,3,2,2,1,0,1,0,0,1,0,2,1733.7209302325582,2,1.656950334615068,-1.2530345117548618,1.8315623966748915,False
7420000,7440,3,2,1,1,1,1,0,1,0,1,1,997.3118279569892,2,0.25863169697821314,0.5621034663145813,2.5248988184745826,False
7420000,7440,3,2,4,1,0,0,0,0,1,1,2,997.3118279569892,2,2.278284601832292,0.717700544830122,2.183034039473112,False
7420000,6325,3,1,4,1,0,0,0,1,1,0,2,1173.1225296442688,2,1.3477114966432262,-0.03827015290519703,2.604015058696996,False
7350000,6000,4,2,4,1,1,0,0,1,1,0,0,1225.0,2,3.1291801989693404,-0.07061223346518591,1.795324243704895,False
7350000,5150,3,2,4,1,0,0,0,1,2,0,1,1427.1844660194174,2,2.8385880196371787,-0.21523635239762412,2.2961753674438286,False
7350000,6000,3,2,2,1,1,0,0,1,1,0,1,1225.0,2,1.251304473388631,0.11473769746636692,1.0636225592834745,False
7350000,6000,3,1,2,1,0,0,0,1,1,0,2,1225.0,0,0.2146411879670826,0.002045243221455717,1.5742148813537256,False
7343000,11440,4,1,2,1,0,1,0,0,1,1,1,641.8706293706293,1,0.68859503139434,2.742425036087968,2.613577160867911,False
7245000,9000,4,2,4,1,1,0,0,1,1,1,0,805.0,2,2.897479761602457,1.5749050788670143,2.7275138407680064,False
7210000,7680,4,2,4,1,1,0,0,1,1,0,1,938.8020833333334,2,2.947746598227323,0.9328808197477951,2.233116129795475,False
7210000,6000,3,2,4,1,1,0,0,1,1,0,0,1201.6666666666667,2,2.3922925689396286,-0.07657747595897829,1.8701259012065825,False
7140000,6000,3,2,2,1,1,0,0,0,1,0,1,1190.0,2,1.2158354273606784,0.17101681097413868,1.073254525426236,False
7070000,8880,2,1,1,1,0,0,0,1,1,0,1,796.1711711711712,1,-1.3293221832068924,1.693885010397484,1.5561053299262628,False
7070000,6240,4,2,2,1,0,0,0,1,1,0,0,1133.0128205128206,2,1.886840393267316,0.38374883971641954,1.0173946445227477,False
7035000,6360,4,2,3,1,0,0,0,1,2,1,0,1106.132075471698,2,2.722375314108717,0.8502107758532672,1.591064300409477,False
7000000,11175,3,1,1,1,0,1,0,1,1,1,0,626.3982102908277,1,-0.6397737177334487,2.75253876485597,1.885582837709564,False
6930000,8880,3,2,2,1,0,1,0,1,1,0,0,780.4054054054054,1,0.9869227169168768,1.7609957769566331,2.131667956386335,False
6930000,13200,2,1,1,1,0,1,1,0,1,0,0,525.0,1,-1.3248709191300143,3.526963233666635,2.9950025984425603,False
6895000,7700,3,2,1,1,0,0,0,0,2,0,2,895.4545454545455,1,0.7176199272358514,1.8076665233783746,1.9323125147538758,False
6860000,6000,3,1,1,1,0,0,0,1,1,0,0,1143.3333333333333,0,-0.45043698254962333,0.24778046595485304,1.5671940424444217,False
6790000,12090,4,2,2,1,0,0,0,0,2,1,0,561.6211745244003,1,1.9586528874827323,3.6932085891858195,3.284576580398448,True
6790000,4000,3,2,2,1,0,1,0,1,0,1,1,1697.5,2,1.32814946928733,-1.790657920542508,2.09332653310319,False
6755000,6000,4,2,4,1,0,0,0,1,0,0,2,1125.8333333333333,2,2.7559828530571777,-0.41000369735449593,2.117120248152922,False
6720000,5020,3,1,4,1,0,0,0,1,0,1,2,1338.6454183266933,2,1.1583921641996093,-1.2252987760002494,2.7999417526628023,False
6685000,6600,2,2,4,1,0,1,0,0,0,1,0,1012.8787878787879,2,1.2538169924536746,-0.12131136216593705,3.0381545645389156,True
6650000,4040,3,1,2,1,0,1,1,0,1,0,0,1646.039603960396,0,0.5146235745436955,-1.3088188365314437,2.220010100212631,False
6650000,4260,4,2,2,1,0,0,1,0,0,0,1,1561.0328638497654,2,1.9199021966885697,-1.443656348247219,1.7588314490508103,False
6650000,6420,3,2,3,1,0,0,0,1,0,1,0,1035.8255451713396,2,1.3963601157990158,-0.058517300988974286,1.6173500179137057,False
6650000,6500,3,2,3,1,0,0,0,1,0,1,0,1023.0769230769231,2,1.3886120618021818,-0.012146694223001908,1.641847917132777,False
6650000,5700,3,1,1,1,1,1,0,1,2,1,0,1166.6666666666667,1,-0.17348204786154625,0.6120932140871078,1.736464541238056,False
6650000,6000,3,2,3,1,1,0,0,1,0,0,0,1108.3333333333333,2,1.4426896675806418,-0.3109315008843203,1.5076595684243719,False
6629000,6000,3,1,2,1,0,0,1,0,1,1,1,1104.8333333333333,0,0.09286412993777836,0.19527019959813882,1.4484282592094202,False
6615000,4000,3,2,2,1,0,1,0,1,1,0,1,1653.75,2,1.556514877252019,-1.2214600764964634,1.708337907099058,False
6615000,10500,3,2,1,1,0,1,0,1,1,1,0,630.0,1,0.35690580024810886,2.641151843672159,2.359184054136057,False
6580000,6000,3,2,4,1,0,0,0,1,0,0,1,1096.6666666666667,2,2.0131837153561407,-0.4065890875969931,2.1929252592353787,False
6510000,3760,3,1,2,1,0,0,1,0,2,0,1,1731.3829787234042,2,0.8557124208648309,-1.037748878071185,2.8932530416848676,False
6510000,8250,3,2,3,1,0,0,0,1,0,0,0,789.0909090909091,2,1.2646150612490608,0.9300281940930443,2.3335332280067123,False
6510000,6670,3,1,3,1,0,1,0,0,0,1,2,976.0119940029984,0,0.3152423752109836,0.005816249252863781,2.067982097248589,False
6475000,3960,3,1,1,1,0,1,0,0,2,0,1,1635.1010101010102,0,0.18875162512373894,-0.7038347566251898,2.914678828392828,False
6475000,7410,3,1,1,1,1,1,0,1,2,1,2,873.8191632928475,1,-0.35971506736767417,1.6359803138045246,0.8508674886870858,False
6440000,8580,5,3,2,1,0,0,0,0,2,0,0,750.5827505827506,2,3.6731557874134353,2.4104437649331354,3.8281150101609174,True
6440000,5000,3,1,2,1,0,0,0,1,0,0,1,1288.0,0,-0.058858949671748685,-0.9214954300001766,1.2026125582202956,False
6419000,6750,2,1,1,1,1,1,0,0,2,1,0,950.9629629629629,1,-1.0374432239688653,1.2550134373085493,1.5378348342850943,False
6405000,4800,3,2,4,1,1,0,0,1,0,0,0,1334.375,2,2.176506406975233,-1.1768852469328517,2.1737112065852933,False
6300000,7200,3,2,1,1,0,1,0,1,3,0,1,875.0,1,0.9372716269776342,2.177711208177584,2.4729633194981666,False
6300000,6000,4,2,4,1,0,0,0,0,1,0,1,1050.0,2,2.9518349688295773,0.21078333407367278,1.878960621851683,False
6300000,4100,3,2,3,1,0,0,0,1,2,0,1,1536.5853658536585,2,2.2992631320434698,-0.6162917197552361,1.888817881089117,False
6300000,9000,3,1,1,1,0,1,0,0,1,1,0,700.0,1,-0.7057834506018086,1.9308171872922344,1.090606309550968,False
6300000,6400,3,1,1,1,1,1,0,1,1,1,1,984.375,1,-0.5856684845974353,0.6327371665011748,1.309611808107289,False
6293000,6600,3,2,3,1,0,0,0,1,0,1,2,953.4848484848485,2,1.3245516323900761,0.13209453074330596,1.7430020971808042,False
6265000,6000,4,1,3,1,1,1,0,0,0,1,2,1044.1666666666667,2,1.0542413971189235,-0.27696092886601026,2.312317060490366,False
6230000,6600,3,2,1,1,0,1,0,1,0,1,2,943.939393939394,0,0.15024412996433525,0.3762779623123153,2.400986122764966,False
6230000,5500,3,1,3,1,0,0,0,0,1,1,2,1132.7272727272727,2,0.6711275954258716,-0.12569449802829305,2.0419388324438654,False
6195000,5500,3,2,4,1,1,0,0,1,1,0,1,1126.3636363636363,2,2.283659026505942,-0.11718676890632257,1.8793262610288426,False
6195000,6350,3,2,3,1,1,0,0,1,0,0,0,975.5905511811023,2,1.3307929043259445,0.01570179152211268,1.6811064150192727,False
6195000,5500,3,2,1,1,1,1,0,0,2,1,0,1126.3636363636363,2,0.809409552651123,0.7249140569007969,2.3548463552716243,False
6160000,4500,3,1,4,1,0,0,0,1,0,0,2,1368.888888888889,2,1.1554267304455053,-1.442091955355154,2.8368504873085527,False
6160000,5450,4,2,1,1,0,1,0,1,0,1,1,1130.2752293577983,2,0.9779795992311558,-0.25175840422062423,2.206932731218842,False
6125000,6420,3,1,3,1,0,1,0,0,0,1,2,954.0498442367601,0,0.2768252275084189,-0.03971649937460558,2.0045562063766647,False
6107500,3240,4,1,3,1,0,0,0,0,1,0,1,1885.030864197531,2,2.0006621304326235,-2.022754822851959,2.878033092245956,False
6090000,6615,4,2,2,1,1,0,1,0,1,0,1,920.6349206349206,2,1.6958573646072657,0.8465181173183016,1.3987946748495708,False
6090000,6600,3,1,1,1,1,1,0,0,2,1,1,922.7272727272727,1,-0.36251211599004585,1.2953919660311384,1.0402099869462946,False
6090000,8372,3,1,3,1,0,0,0,1,2,0,2,727.4247491638796,1,0.7187490492692389,1.9536447640744639,2.0327990694994327,False
6083000,4300,6,2,2,1,0,0,0,0,0,0,0,1414.6511627906978,2,3.200627695219425,-1.1083734048833063,3.603366694037577,True
6083000,9620,3,1,1,1,0,1,0,0,2,1,0,632.3284823284823,1,-0.4615816630107492,2.7389816022442366,1.1845067883100526,False
6020000,6800,2,1,1,1,1,1,0,0,2,0,0,885.2941176470588,1,-1.1007599829225985,1.3767767431303815,1.453937338798271,False
6020000,8000,3,1,1,1,1,1,0,1,2,1,1,752.5,1,-0.44452087104976584,2.021858152445594,0.731108048498045,False
6020000,6900,3,2,1,1,1,1,0,0,0,1,2,872.463768115942,0,0.09720344825522605,0.588225753300697,2.487041901674757,False
5950000,3700,4,1,2,1,1,0,0,1,0,0,0,1608.1081081081081,0,0.8947451109122143,-1.813142620299247,2.5968454364173654,False
5950000,6420,3,1,1,1,0,1,0,1,0,1,0,926.791277258567,0,-0.9154327663508963,0.23294916834234716,1.3772073785296184,False
5950000,7020,3,1,1,1,0,1,0,1,2,1,1,847.5783475783476,1,-0.4115181994675462,1.5520530473058298,0.8469051120981198,False
5950000,6540,3,1,1,1,1,1,0,0,2,1,0,909.7859327217126,1,-0.37950544927000535,1.2967979539725192,1.0306828901706702,False
5950000,7231,3,1,2,1,1,1,0,1,0,1,1,822.8460793804453,0,-0.3860286697126419,0.5479418584360755,1.6599063202940563,False
5950000,6254,4,2,1,1,0,1,0,0,1,1,1,951.3911096897986,2,1.1213726474230974,0.7947366921914039,2.112835292388429,False
5950000,7320,4,2,2,1,0,0,0,0,0,0,0,812.8415300546449,2,1.3594907923537909,0.7489876752875485,2.058279906744975,False
5950000,6525,3,2,4,1,0,0,0,0,1,0,0,911.8773946360153,2,2.1325571596859225,0.5591757248741954,2.139789051742464,False
5943000,15600,3,1,1,1,0,0,0,1,2,0,1,380.96153846153845,1,-0.32975387865694045,5.077041395415459,3.8751222802051015,True
5880000,7160,3,1,1,1,0,1,0,0,2,1,2,821.2290502793296,1,-0.4291706333033875,1.6396965543229267,0.7941851464429941,False
5880000,6500,3,2,3,1,0,0,0,1,0,0,2,904.6153846153846,2,1.268562982938342,0.17833645918791785,1.8019210588085448,False
5873000,5500,3,1,3,1,1,0,0,1,1,0,0,1067.8181818181818,0,0.6053486373376684,-0.021322323886607125,2.018497138292846,False
5873000,11460,3,1,3,1,0,0,0,0,2,1,1,512.478184991274,1,0.700538591471481,3.297899605134953,2.7382258790862903,False
5866000,4800,3,1,1,1,1,1,0,0,0,0,2,1222.0833333333333,0,-0.7209045904737792,-0.7657636716945394,1.153901070516268,False
5810000,5828,4,1,4,1,1,0,0,0,0,0,1,996.9114619080302,2,1.5775514283318934,-0.3710160102060877,2.8277961749064136,False
5810000,5200,3,1,3,1,0,0,0,1,0,0,1,1117.3076923076924,0,0.3634068453541349,-0.696765950451352,1.8125657455504562,False
5810000,4800,3,1,3,1,0,0,0,1,0,0,2,1210.4166666666667,0,0.43190652041986916,-0.9758385496224752,1.8498606165197837,False
5803000,7000,3,1,1,1,0,1,0,0,2,1,1,829.0,1,-0.4316383754353283,1.5754587733180083,0.8250854013886391,False
5775000,6000,3,2,4,1,0,0,0,1,0,0,2,962.5,2,1.8772190389156551,-0.19085248581720127,2.299152257902905,False
5740000,5400,4,2,2,1,0,0,0,1,2,0,2,1062.962962962963,2,2.034253618813255,0.7235891625037516,1.6194443852402125,False
5740000,4640,4,1,2,1,0,0,0,0,1,0,1,1237.0689655172414,2,0.852199414052631,-0.41368616691930565,2.024358773488096,False
5740000,5000,3,1,3,1,0,0,0,1,0,0,1,1148.0,0,0.3815819293345902,-0.8107962671843528,1.81088087065068,False
5740000,6360,3,1,1,1,1,1,0,1,2,1,0,902.5157232704403,1,-0.3985087759869764,1.2502781896134236,1.0605973386937517,False
5740000,5800,3,2,4,1,0,0,0,1,0,0,2,989.6551724137931,2,1.8918095853532326,-0.2991951786121489,2.2642316595851346,False
5652500,6660,4,2,2,1,1,1,0,0,1,1,1,848.7237237237238,2,1.6258913848126963,0.9767020198131705,1.5521079841916585,False
5600000,10500,4,2,2,1,0,0,0,0,1,0,1,533.3333333333334,1,1.554502335585847,2.7256567555487625,2.9391052033700555,False
5600000,4800,5,2,3,0,0,1,1,0,0,0,2,1166.6666666666667,2,2.8507166969952973,-0.7058279004949026,2.3124560139122172,False
5600000,4700,4,1,2,1,1,1,0,1,1,0,0,1191.4893617021276,2,0.8098875459047412,-0.3209919594359538,2.02480569815444,False
5600000,5000,3,1,4,1,0,0,0,0,0,0,0,1120.0,2,0.9355237556303776,-0.8801902675933985,2.8093344180226074,False
5600000,10500,2,1,1,1,0,0,0,0,1,0,1,533.3333333333334,1,-1.4909612116426716,2.640412289521168,2.0117893863715635,False
5600000,5500,3,2,2,1,0,0,0,0,1,0,1,1018.1818181818181,2,1.0093933034559708,0.28560143709367986,1.2185836621939319,False
5600000,6360,3,1,3,1,0,0,0,0,0,1,1,880.503144654088,0,0.19841434313185355,0.05914137173304959,2.007608652618364,False
5600000,6600,4,2,1,1,0,1,0,0,0,1,1,848.4848484848485,2,0.7667519674143289,0.5732511051961207,2.518832918862515,False
5600000,5136,3,1,2,1,1,1,0,1,0,1,2,1090.342679127726,0,-0.25037373070118885,-0.5596865172937416,0.8933073520165483,False
5565000,4400,4,1,2,1,0,0,0,1,2,1,1,1264.7727272727273,2,1.1374619089505702,-0.036997597989355036,2.3975077348814033,False
5565000,5400,5,1,2,1,1,1,0,1,0,1,0,1030.5555555555557,2,1.132586792451715,-0.29120625427987273,2.983013880732902,False
5530000,3300,3,3,2,1,0,1,0,0,0,0,1,1675.7575757575758,2,2.2975290598958225,-1.8693767205379153,3.087729915080804,True
5530000,3650,3,2,2,1,0,0,0,0,2,0,1,1515.0684931506848,2,1.6660516245863415,-0.6128010347563017,1.9801402546780162,False
5530000,6100,3,2,1,1,0,1,0,0,2,1,0,906.5573770491803,1,0.6254432233917888,1.2723905445964985,2.0584116265566186,False
5523000,6900,3,1,1,1,1,1,0,0,0,1,1,800.4347826086956,0,-1.0124541058035585,0.5913540833761276,1.6305768118797224,False
5495000,2817,4,2,2,0,1,1,0,0,1,0,0,1950.6567270145545,2,2.4941698242077748,-2.037963483590467,2.5403293265684703,False
5495000,7980,3,1,1,1,0,0,0,0,2,0,1,688.5964912280701,1,-0.5105736249775349,2.118145589645534,0.7171316413852823,False
5460000,3150,3,2,1,1,1,1,0,1,0,0,0,1733.3333333333333,2,0.7271996540519479,-2.008740640962425,2.856247894068664,False
5460000,6210,4,1,4,1,1,0,0,1,0,0,0,879.2270531400966,2,1.4829834070275387,-0.05824774266198051,2.9474772951123365,False
5460000,6100,3,1,3,1,1,0,0,1,0,1,1,895.0819672131148,0,0.19638143778827863,-0.048382228038395564,1.9420375422847467,False
5460000,6600,4,2,2,1,1,1,0,0,0,1,1,827.2727272727273,2,1.3275726390003857,0.4929423676219315,1.9160676706317779,False
5425000,6825,3,1,1,1,1,1,0,1,0,1,1,794.8717948717949,0,-1.0229398477661455,0.5760450279997936,1.608265724444362,False
5390000,6710,3,2,2,1,1,1,0,0,1,1,0,803.2786885245902,2,0.8698278622829054,1.0224612997039908,1.7361164574172534,False
5383000,6450,3,2,1,1,1,1,1,0,0,0,2,834.5736434108527,0,0.029716328805095747,0.5036269215963233,2.4011992083515614,False
5320000,7800,3,1,1,1,0,1,0,1,2,1,2,682.0512820512821,1,-0.528842235462907,2.0704600432081284,0.7022190329541382,False
5285000,4600,2,2,1,1,0,0,0,1,2,0,1,1148.9130434782608,1,0.06084111764048158,0.35412014482908727,2.863833092799085,False
5250000,4260,4,1,2,1,0,1,0,1,0,0,0,1232.394366197183,0,0.5501962255585451,-1.0279064221374656,1.9824477597979244,False
5250000,6540,4,2,2,0,0,0,0,1,0,0,1,802.7522935779816,2,1.2988450369483207,0.5129672449361922,1.9538803793674877,False
5250000,5500,3,2,1,1,0,1,0,0,0,0,1,954.5454545454545,0,0.08988535024191364,0.0034954370708341898,2.1997070904177765,False
5250000,10269,3,1,1,1,0,0,0,0,1,1,1,511.2474437627812,1,-0.8150339466864452,2.644707559882063,1.614866905776987,False
5250000,8400,3,1,2,1,1,1,0,1,2,1,2,625.0,1,0.03444460639093421,2.2418133585643103,1.0491088557655732,False
5250000,5300,4,2,1,1,0,0,0,1,0,1,2,990.566037735849,2,0.8267017149636718,-0.07561796020769362,2.302208930120256,False
5250000,3800,3,1,2,1,1,1,0,0,1,1,2,1381.578947368421,0,0.23110454816783002,-0.96118623510257,1.6026978137908046,False
5250000,9800,4,2,2,1,1,0,0,0,2,0,1,535.7142857142857,1,1.7843670178668256,2.9943046748646953,2.753752599148828,False
5250000,8520,3,1,1,1,0,0,0,1,2,0,0,616.1971830985915,1,-0.5490361183528077,2.409192074405774,0.8544893126645304,False
5243000,6050,3,1,1,1,0,1,0,0,0,1,1,866.6115702479339,0,-1.0003367614229846,0.21006256576666474,1.2792788808401119,False
5229000,7085,3,1,1,1,1,1,0,0,2,1,1,738.0381086803105,1,-0.5183246457971535,1.749211282568942,0.7359540477953905,False
5215000,3180,3,2,2,1,0,0,0,0,2,0,1,1639.937106918239,2,1.7622115706460695,-0.9655795818494199,2.241597666302438,False
5215000,4500,4,2,1,0,0,1,0,1,2,0,1,1158.888888888889,2,1.4909695806885588,0.39270960940381044,2.3277631165133466,False
